2025-05-04 17:25:24,898 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2025-05-04 17:25:24,934 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2025-05-04 17:25:24,935 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2025-05-04 17:25:24,936 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2025-05-04 17:25:24,937 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2025-05-04 17:25:24,938 INFO  SwAddin.cs: 197 - Setting up callbacks
2025-05-04 17:25:24,938 INFO  SwAddin.cs: 201 - Setting up command manager
2025-05-04 17:25:24,939 INFO  SwAddin.cs: 204 - Adding command manager
2025-05-04 17:25:24,941 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2025-05-04 17:25:24,942 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2025-05-04 17:25:24,942 INFO  SwAddin.cs: 210 - Adding event handlers
2025-05-04 17:25:24,944 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2025-05-04 17:56:19,914 INFO  SwAddin.cs: 294 - Assembly export called for file library_world_assm
2025-05-04 17:56:21,197 INFO  SwAddin.cs: 313 - Saving assembly
2025-05-04 17:56:21,316 INFO  SwAddin.cs: 316 - Opening property manager
2025-05-04 17:56:21,331 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from library_world_assm
2025-05-04 17:56:21,337 INFO  ExportHelperExtension.cs: 1136 - Found 35 in library_world_assm
2025-05-04 17:56:21,339 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in library_world_assm
2025-05-04 17:56:21,340 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-05-04 17:56:21,341 INFO  ExportHelperExtension.cs: 1160 - 9 components to check
2025-05-04 17:56:21,342 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from shelf-2
2025-05-04 17:56:21,342 INFO  ExportHelperExtension.cs: 1136 - Found 28 in shelf-2
2025-05-04 17:56:21,343 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in shelf-2
2025-05-04 17:56:21,343 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from shelf-3
2025-05-04 17:56:21,343 INFO  ExportHelperExtension.cs: 1136 - Found 28 in shelf-3
2025-05-04 17:56:21,344 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in shelf-3
2025-05-04 17:56:21,344 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from shelf-4
2025-05-04 17:56:21,344 INFO  ExportHelperExtension.cs: 1136 - Found 28 in shelf-4
2025-05-04 17:56:21,345 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in shelf-4
2025-05-04 17:56:21,345 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from shelf-6
2025-05-04 17:56:21,345 INFO  ExportHelperExtension.cs: 1136 - Found 28 in shelf-6
2025-05-04 17:56:21,345 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in shelf-6
2025-05-04 17:56:21,345 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from shelf-8
2025-05-04 17:56:21,347 INFO  ExportHelperExtension.cs: 1136 - Found 28 in shelf-8
2025-05-04 17:56:21,347 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in shelf-8
2025-05-04 17:56:21,347 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from shelf-7
2025-05-04 17:56:21,347 INFO  ExportHelperExtension.cs: 1136 - Found 28 in shelf-7
