Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,-2.10964311927572E-18,-3.66452358315609E-17,-0.415443814757444,0,0,0,52.6261060214922,1.98460895535759,-4.33680868994202E-18,1.11672823766007E-17,1.98464854792286,-1.90633701299994E-16,2.14793221352269,0,0,0,0,0,0,package://robot_with_gripper13/meshes/base_link.STL,1,1,1,1,0,0,0,0,0,0,package://robot_with_gripper13/meshes/base_link.STL,,robot_base-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
link_arm_1,0.0102112642270262,0.0497887357729738,0.01,0,0,0,1.66549574268383,0.00204748802629827,-0.00031733979871691,-6.09863722023096E-20,0.00204748802629827,6.09863722023096E-20,0.00201310637424175,0,0,0,0,0,0,package://robot_with_gripper13/meshes/link_arm_1.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://robot_with_gripper13/meshes/link_arm_1.STL,,link1-1,Origin_joint_arm_1,Axis_joint_arm_1,joint_arm_1,continuous,0,0.01,0,1.5707963267949,0,0,base_link,0,1,0,,,,,,,,,,,,
link_arm_2,0.425,0.0479521392077195,1.25522866292093E-16,0,0,0,16.2134848604943,0.0174144669314187,-2.44799678935561E-17,-2.86226911134673E-16,1.18757968546763,1.60167941441752E-18,1.18778688850003,0,0,0,0,0,0,package://robot_with_gripper13/meshes/link_arm_2.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://robot_with_gripper13/meshes/link_arm_2.STL,,link2-1,Origin_joint_arm_2,Axis_joint_arm_2,joint_arm_2,continuous,0.04995,0.06,0.01,3.14159265358979,0,1.5707963267949,link_arm_1,0,1,0,,,,,,,,,,,,
link_arm_3,0.375001033067741,0.0499500565491348,1.40926564518826E-08,0,0,0,14.4958805139709,0.0157470475713186,-0.013042683343319,-5.31140089477955E-08,0.846103681283042,5.95523450835168E-08,0.846382857423772,0,0,0,0,0,0,package://robot_with_gripper13/meshes/link_arm_3.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://robot_with_gripper13/meshes/link_arm_3.STL,,link3-1,Origin_joint_arm_3,Axis_joint_arm_3,joint_arm_3,continuous,0.85,0,0,0,0,3.14159265358979,link_arm_2,0,1,0,,,,,,,,,,,,
link_arm_4,0.0557979256916667,0.0449730992840096,-1.62569094709651E-16,0,0,0,3.38316152603405,0.00387479415393967,-0.00109262381233315,5.87434023821623E-20,0.0111655995275477,6.50336489749628E-20,0.0112193873974905,0,0,0,0,0,0,package://robot_with_gripper13/meshes/link_arm_4.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://robot_with_gripper13/meshes/link_arm_4.STL,,link4-1,Origin_joint_arm_4,Axis_joint_arm_4,joint_arm_4,continuous,0.75,0.09995,0,3.14159265358979,0,3.14159265358979,link_arm_3,0,1,0,,,,,,,,,,,,
link_arm_5,0.010211264227026,-0.0397887357729738,-1.38777878078145E-17,0,0,0,1.66549574268383,0.00204748802629827,0.00031733979871691,-2.46875710098907E-20,0.00204748802629827,2.61953084223851E-20,0.00201310637424175,0,0,0,0,0,0,package://robot_with_gripper13/meshes/link_arm_5.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://robot_with_gripper13/meshes/link_arm_5.STL,,link1-2,Origin_joint_arm_5,Axis_joint_arm_5,joint_arm_5,continuous,0.15,0.05,0,1.5707963267949,-1.5707963267949,0,link_arm_4,0,1,0,,,,,,,,,,,,
link_gripper_base,-5.55111512312578E-17,0.085172063756944,0,0,0,0,4.17469561621429,0.0106568078407958,5.87734723477E-19,-2.02628723288863E-18,0.0113006453086544,5.85192781012409E-20,0.0156869078407958,0,0,0,0,0,0,package://robot_with_gripper13/meshes/link_gripper_base.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://robot_with_gripper13/meshes/link_gripper_base.STL,,gripper_base-1,Origin_joint_gripper_base,Axis_joint_gripper_base,joint_gripper_base,continuous,0.05,-0.05,0,3.1416,0,1.5708,link_arm_5,0,1,0,,,,,,,,,,,,
link_gripper_pad1,0.00723684210526308,-0.0073026315789475,-0.0651973684210527,0,0,0,0.307799999999999,0.000822396019736841,9.9158388157895E-05,-4.99588815789485E-06,0.000259132944078947,-8.79476151315788E-05,0.000816142944078946,0,0,0,0,0,0,package://robot_with_gripper13/meshes/link_gripper_pad1.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://robot_with_gripper13/meshes/link_gripper_pad1.STL,,gripper_pad-1,Origin_joint_gripper_pad1,Axis_joint_gripper_pad1,joint_gripper_pad1,prismatic,0,0.2,0,0,1.5708,0,link_gripper_base,0,0,1,0,,,,,,,,,,,
link_gripper_pad2,0.00723684210526321,0.0926973684210526,-0.0651973684210526,0,0,0,0.3078,0.000822396019736842,9.91583881578946E-05,-4.99588815789471E-06,0.000259132944078947,-8.7947615131579E-05,0.000816142944078947,0,0,0,0,0,0,package://robot_with_gripper13/meshes/link_gripper_pad2.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://robot_with_gripper13/meshes/link_gripper_pad2.STL,,gripper_pad-2,Origin_joint_gripper_pad2,Axis_joint_gripper_pad2,joint_gripper_pad2,prismatic,0,0.1,0,0,-1.5708,0,link_gripper_base,0,0,1,0,,,,,,,,,,,
link_axle,-4.16442368125224E-18,0.0187933133528535,-2.40025420236819E-16,0,0,0,4.39338382957022,0.00285404464776084,-1.64730992102492E-19,7.11884371153108E-19,0.072618050374337,-5.12846005076799E-20,0.0733554323820936,0,0,0,0,0,0,package://robot_with_gripper13/meshes/link_axle.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://robot_with_gripper13/meshes/link_axle.STL,,axle-1,Origin_joint_axle,,joint_axle,fixed,0,0,-0.66,1.5708,0,0,base_link,0,0,0,,,,,,,,,,,,
link_drivewheel_right,-1.80519627874726E-16,-1.11022302462516E-16,-0.015,0,0,0,0.558241379588822,0.000420507545615752,8.59854246748872E-20,-1.53545401205157E-22,0.000420507545615752,-1.39586728368322E-22,0.000757278884293181,0,0,0,0,0,0,package://robot_with_gripper13/meshes/link_drivewheel_right.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://robot_with_gripper13/meshes/link_drivewheel_right.STL,,drive_wheel-1,Origin_joint_drivewheel_right,Axis_joint_drivewheel_right,joint_drivewheel_right,continuous,-0.27,0,0,0,-1.5707963267949,0,link_axle,0,0,1,,,,,,,,,,,,
link_drivewheel_left,-1.80507259650104E-16,-1.11022302462516E-16,0.015,0,0,0,0.558241379588822,0.000420507545615752,8.61498578409051E-20,-1.53545401205157E-22,0.000420507545615752,-1.39586728368322E-22,0.000757278884293181,0,0,0,0,0,0,package://robot_with_gripper13/meshes/link_drivewheel_left.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://robot_with_gripper13/meshes/link_drivewheel_left.STL,,drive_wheel-2,Origin_joint_drivewheel_left,Axis_joint_drivewheel_left,joint_drivewheel_left,continuous,0.27,0,0,0,-1.5707963267949,0,link_axle,0,0,1,,,,,,,,,,,,
link_swivel_front,0.00751421605065076,-0.0638265063331359,0,0,0,0,0.0627024001105494,3.59765245107689E-05,-6.64637878744579E-06,-4.05272785176755E-22,1.44744242445051E-05,-6.32773395706454E-22,4.70578674336986E-05,0,0,0,0,0,0,package://robot_with_gripper13/meshes/link_swivel_front.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://robot_with_gripper13/meshes/link_swivel_front.STL,,wheel_swivel-1,Origin_joint_swivel_front,Axis_joint_swivel_front,joint_swivel_front,continuous,0,-0.25983,-0.595,1.5708,0,0,base_link,0,1,0,,,,,,,,,,,,
link_swivelwheel_front,0,0,2.61817273764447E-18,0,0,0,0.281569121165131,0.000133618705200673,2.29620168165892E-20,5.42345990842091E-21,0.000133618705200673,-1.12237552734842E-20,0.000225002042226577,0,0,0,0,0,0,package://robot_with_gripper13/meshes/link_swivelwheel_front.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://robot_with_gripper13/meshes/link_swivelwheel_front.STL,,swivel_wheel-1,Origin_joint_swivelwheel_front,Axis_joint_swivelwheel_front,joint_swivelwheel_front,continuous,0,-0.0775,0,0,-1.5707963267949,0,link_swivel_front,0,0,1,,,,,,,,,,,,
link_swivel_back,0.00751421605065053,-0.0638265063331358,0,0,0,0,0.0627024001105494,3.59765245107689E-05,-6.6463787874458E-06,-4.21368739414295E-22,1.44744242445051E-05,-5.85471765025053E-22,4.70578674336986E-05,0,0,0,0,0,0,package://robot_with_gripper13/meshes/link_swivel_back.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://robot_with_gripper13/meshes/link_swivel_back.STL,,wheel_swivel-2,Origin_joint_swivel_back,Axis_joint_swivel_back,joint_swivel_back,continuous,0,0.25982621214848,-0.595,1.5707963267949,0,3.14159265358979,base_link,0,1,0,,,,,,,,,,,,
link_swivelwheel_back,1.11022302462516E-16,0,2.22890802701652E-16,0,0,0,0.281569121165131,0.000133618705200673,-2.29271201344972E-20,5.76740160712044E-21,0.000133618705200673,-3.28937579428345E-23,0.000225002042226577,0,0,0,0,0,0,package://robot_with_gripper13/meshes/link_swivelwheel_back.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://robot_with_gripper13/meshes/link_swivelwheel_back.STL,,swivel_wheel-2,Origin_joint_swivelwheel_back,Axis_joint_swivelwheel_back,joint_swivelwheel_back,continuous,0,-0.0775,0,3.14159265358979,-1.5707963267949,0,link_swivel_back,0,0,1,,,,,,,,,,,,
